Miesiąc estymacji,Stacja,Czyja (w danym miesiącu),Kto (kogo estymacja),Estymacja (wartość liczbowa),channel provys,Nazwa stacji TechEdge,channel nielsen,Share
2026_04,DocuBox,Dariusz,WK,0.0001,DocuBox,DocuBox,DocuBox,9.2e-05
2026_04,FILMBOX Action,Rafał,WK,0.0002,FILMBOX Action,FILMBOX+ Action,FILMBOX+ Action [FILMBOX Action],0.000282
2026_04,FILMBOX Extra,Rafał,WK,0.0001,FILMBOX Extra,FILMBOX+ Emotion,FILMBOX+ Emotion [FILMBOX Extra],0.000155
2026_04,FILMBOX Family,Rafał,WK,0.0002,FILMBOX Family,FILMBOX+ Comedy,FILMBOX+ Comedy [FILMBOX Family],0.000166
2026_04,TVN,,WK,0.085,TVN,TVN,TVN,0.087802
2026_04,TVP1,,WK,0.046,TVP1,TVP1,TVP1,0.044136
2026_04,TVP2,,WK,0.048,TVP2,TVP2,TVP2,0.046537
2026_05,Polsat,Maciej,DT,0.0789341125,Polsat,Polsat,Polsat,0.076259
2026_05,Fokus TV,Adam,DT,0.00807483,Fokus TV,Fokus TV,Fokus TV,0.00843
2026_05,Nowa TV,Adam,DT,0.003169575,Nowa TV,Nowa TV,Nowa TV,0.003168
2026_05,Eleven Sports 1,Adam,DT,0.002916765,Eleven Sports 1,Eleven Sports 1,Eleven Sports 1 [Eleven],0.00268
2026_05,Disco Polo Music,Adam,DT,0.0007209000000000001,Disco Polo Music,Disco Polo Music,Disco Polo Music,0.000422
2026_05,Puls 2,Agata,DT,0.0171985125,Puls 2,Puls 2,Puls 2,0.016387
2026_05,Zoom TV,Agata,DT,0.0045438499999999995,Zoom TV,ZOOM,ZOOM [Zoom TV],0.004437
2026_05,SPI Kino Polska,Agata,DT,0.0029141225,SPI Kino Polska,Kino Polska,Kino Polska,0.002488
2026_05,History,Agata,DT,0.0032186399999999996,History,History,HISTORY,0.004182
2026_05,CI Polsat,Agata,DT,0.0011502525000000002,CI Polsat,CI Polsat,CI Polsat [Polsat Crime & Investigation Network],0.000963
2026_05,Polsat News,Dariusz,DT,0.01140491,Polsat News,Polsat News,Polsat News,0.009875
2026_05,Stopklatka,Dariusz,DT,0.01087488,Stopklatka,Stopklatka,Stopklatka,0.010373
2026_05,Wydarzenia24,Dariusz,DT,0.01053664,Wydarzenia24,Wydarzenia24,Wydarzenia 24 [Superstacja],0.010476
2026_05,Puls,Łukasz,DT,0.0381022575,Puls,TV PULS,TV PULS [PULS],0.039444
2026_05,Polsat 2,Łukasz,DT,0.006840439999999999,Polsat 2,Polsat2,Polsat2,0.007425
2026_05,Polsat Film,Łukasz,DT,0.0054488,Polsat Film,Polsat Film,Polsat Film,0.005179
2026_05,Polsat Sport 1,Łukasz,DT,0.003712765,Polsat Sport 1,Polsat Sport 1,Polsat Sport 1 [Polsat Sport],0.003754
2026_05,Polsat Viasat History,Łukasz,DT,0.0012894749999999998,Polsat Viasat History,Polsat Viasat History,Polsat Viasat History [Viasat History],0.000953
2026_05,Polsat Viasat Explore,Łukasz,DT,0.0011312124999999999,Polsat Viasat Explore,Polsat Viasat Explore,Polsat Viasat Explore [Polsat Viasat Explorer],0.000832
2026_05,Szóstka,Piotr,DT,0.017846700000000004,Szóstka,TV6,TV6,0.016372
2026_05,Super Polsat,Piotr,DT,0.01129689,Super Polsat,Super Polsat,Super Polsat [Polsat Sport News],0.010008
2026_05,WPOLSCE24,Piotr,DT,0.0078661325,WPOLSCE24,wPolsce24,wPolsce24 [Telewizja WPOLSCE.PL],0.007993
2026_05,AXN,Piotr,DT,0.0026917374999999998,AXN,AXN,AXN,0.003219
2026_05,BBC First,Piotr,DT,0.0022953,BBC First,BBC First,BBC First [BBC HD],0.002008
2026_05,Polsat Play,Rafał,DT,0.00341865,Polsat Play,Polsat Play,Polsat Play,0.003815
2026_05,Polo TV,Rafał,DT,0.0029238825,Polo TV,Polo TV,Polo TV,0.003254
2026_05,SPI Kino TV,Rafał,DT,0.0027121025000000003,SPI Kino TV,FILMBOX+ One,FILMBOX+ One [Kino TV],0.001927
2026_05,Eska TV,Rafał,DT,0.0032570999999999998,Eska TV,Eska TV [8TV],Eska TV [8TV],0.004361
2026_05,AMC,Rafał,DT,0.001954155,AMC,AMC,AMC [MGM],0.00209
2026_05,Czwórka,Wiola,DT,0.032364142,Czwórka,TV4 pl,TV4,0.033485
2026_05,TV Republika,Wiola,DT,0.0335132025,TV Republika,Republika,Republika [TV Republika],0.034015
2026_05,WP,Wiola,DT,0.005235490000000001,WP,WP,WP,0.005312
2026_05,Polsat Seriale,Wiola,DT,0.004015255,Polsat Seriale,Polsat Seriale,Polsat Seriale [Polsat Romans],0.004128
2026_05,Polsat Cafe,Wiola,DT,0.003096725,Polsat Cafe,Polsat Cafe,Polsat Cafe,0.002354
2026_05,NBCU 13 Ulica,Wiola,DT,0.0018097199999999997,NBCU 13 Ulica,13 Ulica,13 Ulica [13th Street Universal],0.0016
2026_05,4FUN.TV,Wiola,DT,0.0017221125,4FUN.TV,4FUN.TV,4FUN.TV [4fun.tv],0.002258
2026_05,Stars.tv,Wiola,DT,0.002221065,Stars.tv,Stars.tv,Stars.tv,0.002252
2026_05,BBC Earth,Piotr,DT,0.0017174025,BBC Earth,BBC Earth,BBC Earth [BBC Knowledge],0.001415
2026_05,AXN White,Piotr,DT,0.0006052424999999999,AXN White,AXN White,AXN White [AXN Crime],0.000865
2026_05,History2,Agata,DT,0.00183524,History2,History2 [H2],HISTORY2 [H2],0.002054
2026_05,Polsat Doku,Dariusz,DT,0.0011320425000000002,Polsat Doku,Polsat Doku,Polsat Doku,0.001003
2026_05,Polsat Sport 2,Adam,DT,0.000820215,Polsat Sport 2,Polsat Sport 2,Polsat Sport 2 [Polsat Sport Extra],0.000856
2026_05,Polsat JimJam,Dariusz,DT,0.00086328,Polsat JimJam,Polsat JimJam,Polsat JimJam [JimJam],0.001
2026_05,Epic Drama,Łukasz,DT,0.0008478749999999999,Epic Drama,Viasat Epic Drama,Viasat Epic Drama [Epic Drama],0.000348
2026_05,NBCU SciFi Universal,Łukasz,DT,0.0009718725,NBCU SciFi Universal,Scifi Universal,Scifi Universal,0.000592
2026_05,4FUN KIDS,Wiola,DT,0.00031035,4FUN KIDS,4FUN KIDS,4FUN KIDS [4FUN GOLD],0.000919
2026_05,Polsat News 2,Dariusz,DT,0.0007924949999999999,Polsat News 2,Polsat News 2,Polsat News 2 [Polsat Biznes],0.000835
2026_05,BBC CBeebies,Dariusz,DT,0.001233,BBC CBeebies,BBC CBeebies,BBC CBeebies,0.001147
2026_05,AXN Black,Piotr,DT,0.00175235,AXN Black,AXN Black,AXN Black [AXN Sci-Fi],0.001573
2026_05,Polsat Rodzina,Piotr,DT,0.000998385,Polsat Rodzina,Polsat Rodzina,Polsat Rodzina,0.000743
2026_05,SPI Kino Polska Muzyka,Agata,DT,0.00044129250000000004,SPI Kino Polska Muzyka,Kino Polska Muzyka,Kino Polska Muzyka,0.000381
2026_05,Polsat Viasat Nature,Łukasz,DT,0.000407535,Polsat Viasat Nature,Polsat Viasat Nature,Polsat Viasat Nature [Viasat Nature],0.000476
2026_05,TELE5,Adam,DT,0.0008047500000000001,TELE5,Tele5,Tele5,0.00095
2026_05,BBC Brit,Piotr,DT,0.0007274525,BBC Brit,BBC Brit,BBC Brit [BBC Entertainment],0.000551
2026_05,Eska TV Extra,Adam,DT,0.00035653,Eska TV Extra,Eska Extra [Eska TV],Eska TV Extra [Eska TV],0.00038
2026_05,BBC Lifestyle,Piotr,DT,0.0006041250000000001,BBC Lifestyle,BBC Lifestyle,BBC Lifestyle,0.00064
2026_05,4FUN DANCE,Wiola,DT,0.000381645,4FUN DANCE,4FUN DANCE,4FUN DANCE [4FUN FIT&DANCE],0.000441
2026_05,Polsat Music,Piotr,DT,0.000319275,Polsat Music,Polsat Music HD,Polsat Music HD [Muzo.tv],0.000428
2026_05,Polsat Games,Łukasz,DT,0.00036902250000000005,Polsat Games,Polsat Games,Polsat Games,0.000247
2026_05,Polsat Sport 3,Rafał,DT,0.00042615000000000003,Polsat Sport 3,Polsat Sport 3,Polsat Sport 3 [Polsat Sport News HD],0.000467
2026_05,Extreme Sports,Łukasz,DT,3.9599999999999994e-05,Extreme Sports,Extreme Sports,Extreme Sports,2.2e-05
2026_05,Vox Music TV,Adam,DT,0.00025446750000000004,Vox Music TV,Vox Music TV,Vox Music TV,0.000282
2026_05,AXN Spin,Piotr,DT,0.00018405,AXN Spin,AXN Spin,AXN Spin,0.000182
2026_05,Eska Rock TV,Adam,DT,0.00025575,Eska Rock TV,Eska Rock TV,Eska Rock TV [HIP HOP TV],0.000157
2026_05,Eleven Sports 2,Łukasz,DT,0.0005091999999999999,Eleven Sports 2,Eleven Sports 2,Eleven Sports 2 [Eleven Sports],0.0005
2026_05,NBCU E Entertainment,Wiola,DT,7.79625e-05,NBCU E Entertainment,E!Entertainment,E!Entertainment [E!],7.2e-05
2026_05,POLONIA1,Adam,DT,0.00026432999999999996,POLONIA1,Polonia 1,Polonia1,0.000317
2026_05,Sundance TV,Agata,DT,0.0001643775,Sundance TV,Sundance Channel,Sundance Channel,0.00015
2026_05,Novela TV,Dariusz,DT,7.251749999999999e-05,Novela TV,Novela TV,Novela TV,3.6e-05
2026_05,SPI Gametoon,Agata,DT,2.1779999999999998e-05,SPI Gametoon,Gametoon,Gametoon,1.8e-05
2026_05,Golf Zone,Agata,DT,4.43025e-05,Golf Zone,Golf Zone,Golf Zone [Golf Channel Polska],4.5e-05
2026_05,Water Planet,Adam,DT,5.2965e-05,Water Planet,Water Planet,Water Planet [CSB TV],0.000201
2026_05,Polsat Film 2,Łukasz,DT,0.00027084,Polsat Film 2,Polsat Film 2,Polsat Film 2,0.000558
2026_05,Polsat Reality,Rafał,DT,0.00036822499999999997,Polsat Reality,Polsat Reality,Polsat Reality,0.000518
2026_05,Polsat X,Rafał,DT,0.0003591,Polsat X,Polsat X,Polsat X,0.000313
2026_05,DaVinci,Dariusz,DT,0.00010023749999999999,DaVinci,Da Vinci,Da Vinci [Da Vinci Learning],4.4e-05
2026_05,TVT,Adam,DT,1.06425e-05,TVT,TVT,TVT,7.2e-05
2026_05,FILMBOX Premium,Łukasz,DT,0.00024029999999999999,FILMBOX Premium,FILMBOX+ Hits,FILMBOX+ Hits [FILMBOX Premium],0.000138
2026_05,Ale Kino+,Agata,DT,0.0011965975000000002,Ale Kino+,Ale Kino+,Ale Kino+ [Ale Kino],0.001274
2026_05,Canal+ Domo,Wiola,DT,0.0010402425,Canal+ Domo,CANAL+ DOMO,CANAL+ DOMO [Domo+],0.001051
2026_05,Planete+,Dariusz,DT,0.001395405,Planete+,Planete+,Planete+ [Planete],0.001403
2026_05,MiniMini+,Dariusz,DT,0.0012583124999999999,MiniMini+,MiniMini+,MiniMini+ [MiniMini],0.002081
2026_05,teleTOON+,Dariusz,DT,0.000314325,teleTOON+,teleTOON+,teleTOON+ [ZigZap/Hyper],0.000323
2026_05,Novelas+,Agata,DT,0.00167155,Novelas+,Novelas,Novelas,0.00159
2026_05,CANAL+ KUCHNIA,Wiola,DT,0.0009140174999999999,CANAL+ KUCHNIA,CANAL+ KUCHNIA,CANAL+ KUCHNIA [kuchnia+],0.000997
2026_05,Canal+ 360,Rafał,DT,0.0010149975,Canal+ 360,CANAL+ 360,Canal+ 360 [Canal+ Family],0.000923
2026_05,Canal+ Sport,Łukasz,DT,0.0010219500000000002,Canal+ Sport,Canal+ Sport,CANAL+ SPORT [Canal+ Niebieski],0.001989
2026_05,Canal+ Sport2,Adam,DT,0.000652725,Canal+ Sport2,Canal+ Sport2,CANAL+ SPORT2,0.000919
2026_05,Canal+ Sport3,Adam,DT,0.00260085,Canal+ Sport3,CANAL+ SPORT3,CANAL+ SPORT3,0.002794
2026_05,Canal+ Sport4,Rafał,DT,0.000112365,Canal+ Sport4,CANAL+ SPORT4,CANAL+ SPORT4,0.000243
2026_05,Canal+ Sport5,Rafał,DT,0.0012376000000000002,Canal+ Sport5,Canal+ SPORT5,CANAL+ SPORT5 [nSport+],0.002227
2026_05,CANAL+ Extra1,Łukasz,DT,0.0007677000000000001,CANAL+ Extra1,CANAL+ Extra 1,CANAL+ EXTRA 1,0.001401
2026_05,CANAL+ Extra2,Łukasz,DT,9.949500000000001e-05,CANAL+ Extra2,CANAL+ Extra 2,CANAL+ EXTRA 2,
2026_05,Viasat True Crime,Rafał,DT,0.00026037,Viasat True Crime,Viasat True Crime,Viasat True Crime,0.00034
2026_05,Novelas+1,Agata,DT,0.0001441775,Novelas+1,Novelas+1,Novelas+1 [DIZI],0.000154
2026_05,Kabaret TV,Rafał,DT,0.0016208775000000001,Kabaret TV,Kabaret TV,Kabaret TV,0.001619
2026_05,Polsat News Polityka,Dariusz,DT,0.00063735,Polsat News Polityka,Polsat News Polityka,Polsat News Polityka,0.000564
2026_05,Kanał Zero TV,Wiola,DT,9e-05,Kanał Zero TV,ZERO,ZERO,0.00269
2026_05,CANAL+ Seriale,Wiola,DT,6.039e-05,CANAL+ Seriale,Canal+ Seriale,Canal+ Seriale [Canal+ Film 2],0.000126
2026_05,CANAL+ Dokument,Wiola,DT,0.0002028,CANAL+ Dokument,Canal+ Dokument,Canal+ Dokument [Canal+ Discovery],0.000207
2026_05,DocuBox,Dariusz,DT,5.7570000000000006e-05,DocuBox,DocuBox,DocuBox,6e-05
2026_05,FILMBOX Action,Rafał,DT,0.00022899999999999998,FILMBOX Action,FILMBOX+ Action,FILMBOX+ Action [FILMBOX Action],0.000272
2026_05,FILMBOX Extra,Rafał,DT,5.27175e-05,FILMBOX Extra,FILMBOX+ Emotion,FILMBOX+ Emotion [FILMBOX Extra],0.000138
2026_05,FILMBOX Family,Rafał,DT,0.000233,FILMBOX Family,FILMBOX+ Comedy,FILMBOX+ Comedy [FILMBOX Family],0.000143
2026_05,TVN,,DT,0.08007318,TVN,TVN,TVN,0.085019
2026_05,TVP1,,DT,0.04820805,TVP1,TVP1,TVP1,0.047249
2026_05,TVP2,,DT,0.04374389249999999,TVP2,TVP2,TVP2,0.047725
2026_05,Polsat,Maciej,MJ,0.07617840095611997,Polsat,Polsat,Polsat,0.076259
2026_05,Fokus TV,Adam,MJ,0.0072564711086837794,Fokus TV,Fokus TV,Fokus TV,0.00843
2026_05,Nowa TV,Adam,MJ,0.003468010835471913,Nowa TV,Nowa TV,Nowa TV,0.003168
2026_05,Eleven Sports 1,Adam,MJ,0.0033025053086905226,Eleven Sports 1,Eleven Sports 1,Eleven Sports 1 [Eleven],0.00268
2026_05,Disco Polo Music,Adam,MJ,0.0006070194384449243,Disco Polo Music,Disco Polo Music,Disco Polo Music,0.000422
2026_05,Puls 2,Agata,MJ,0.01505,Puls 2,Puls 2,Puls 2,0.016387
2026_05,Zoom TV,Agata,MJ,0.004115450103364029,Zoom TV,ZOOM,ZOOM [Zoom TV],0.004437
2026_05,SPI Kino Polska,Agata,MJ,0.0023419565217391303,SPI Kino Polska,Kino Polska,Kino Polska,0.002488
2026_05,History,Agata,MJ,0.003311752412645591,History,History,HISTORY,0.004182
2026_05,CI Polsat,Agata,MJ,0.0010572178988326848,CI Polsat,CI Polsat,CI Polsat [Polsat Crime & Investigation Network],0.000963
2026_05,Polsat News,Dariusz,MJ,0.0115,Polsat News,Polsat News,Polsat News,0.009875
2026_05,Stopklatka,Dariusz,MJ,0.010444257518000846,Stopklatka,Stopklatka,Stopklatka,0.010373
2026_05,Wydarzenia24,Dariusz,MJ,0.01068,Wydarzenia24,Wydarzenia24,Wydarzenia 24 [Superstacja],0.010476
2026_05,Puls,Łukasz,MJ,0.0369741667444683,Puls,TV PULS,TV PULS [PULS],0.039444
2026_05,Polsat 2,Łukasz,MJ,0.006264001056105611,Polsat 2,Polsat2,Polsat2,0.007425
2026_05,Polsat Film,Łukasz,MJ,0.00488,Polsat Film,Polsat Film,Polsat Film,0.005179
2026_05,Polsat Sport 1,Łukasz,MJ,0.0034163042338709675,Polsat Sport 1,Polsat Sport 1,Polsat Sport 1 [Polsat Sport],0.003754
2026_05,Polsat Viasat History,Łukasz,MJ,0.0011,Polsat Viasat History,Polsat Viasat History,Polsat Viasat History [Viasat History],0.000953
2026_05,Polsat Viasat Explore,Łukasz,MJ,0.0009530914429530202,Polsat Viasat Explore,Polsat Viasat Explore,Polsat Viasat Explore [Polsat Viasat Explorer],0.000832
2026_05,Szóstka,Piotr,MJ,0.0189,Szóstka,TV6,TV6,0.016372
2026_05,Super Polsat,Piotr,MJ,0.011400341649899398,Super Polsat,Super Polsat,Super Polsat [Polsat Sport News],0.010008
2026_05,WPOLSCE24,Piotr,MJ,0.0087,WPOLSCE24,wPolsce24,wPolsce24 [Telewizja WPOLSCE.PL],0.007993
2026_05,AXN,Piotr,MJ,0.002777455142231947,AXN,AXN,AXN,0.003219
2026_05,BBC First,Piotr,MJ,0.00245,BBC First,BBC First,BBC First [BBC HD],0.002008
2026_05,Polsat Play,Rafał,MJ,0.00263,Polsat Play,Polsat Play,Polsat Play,0.003815
2026_05,Polo TV,Rafał,MJ,0.002786876971608833,Polo TV,Polo TV,Polo TV,0.003254
2026_05,SPI Kino TV,Rafał,MJ,0.00223,SPI Kino TV,FILMBOX+ One,FILMBOX+ One [Kino TV],0.001927
2026_05,Eska TV,Rafał,MJ,0.0034999999999999996,Eska TV,Eska TV [8TV],Eska TV [8TV],0.004361
2026_05,AMC,Rafał,MJ,0.00183,AMC,AMC,AMC [MGM],0.00209
2026_05,Czwórka,Wiola,MJ,0.032449737507827175,Czwórka,TV4 pl,TV4,0.033485
2026_05,TV Republika,Wiola,MJ,0.0327,TV Republika,Republika,Republika [TV Republika],0.034015
2026_05,WP,Wiola,MJ,0.00456,WP,WP,WP,0.005312
2026_05,Polsat Seriale,Wiola,MJ,0.00335476610324349,Polsat Seriale,Polsat Seriale,Polsat Seriale [Polsat Romans],0.004128
2026_05,Polsat Cafe,Wiola,MJ,0.0027357040431266848,Polsat Cafe,Polsat Cafe,Polsat Cafe,0.002354
2026_05,NBCU 13 Ulica,Wiola,MJ,0.00166,NBCU 13 Ulica,13 Ulica,13 Ulica [13th Street Universal],0.0016
2026_05,4FUN.TV,Wiola,MJ,0.0021682657631113735,4FUN.TV,4FUN.TV,4FUN.TV [4fun.tv],0.002258
2026_05,Stars.tv,Wiola,MJ,0.0024,Stars.tv,Stars.tv,Stars.tv,0.002252
2026_05,BBC Earth,Piotr,MJ,0.0016385710754017308,BBC Earth,BBC Earth,BBC Earth [BBC Knowledge],0.001415
2026_05,AXN White,Piotr,MJ,0.0005320575815738963,AXN White,AXN White,AXN White [AXN Crime],0.000865
2026_05,History2,Agata,MJ,0.00212,History2,History2 [H2],HISTORY2 [H2],0.002054
2026_05,Polsat Doku,Dariusz,MJ,0.00091,Polsat Doku,Polsat Doku,Polsat Doku,0.001003
2026_05,Polsat Sport 2,Adam,MJ,0.00084,Polsat Sport 2,Polsat Sport 2,Polsat Sport 2 [Polsat Sport Extra],0.000856
2026_05,Polsat JimJam,Dariusz,MJ,0.0008935501460564753,Polsat JimJam,Polsat JimJam,Polsat JimJam [JimJam],0.001
2026_05,Epic Drama,Łukasz,MJ,0.00065,Epic Drama,Viasat Epic Drama,Viasat Epic Drama [Epic Drama],0.000348
2026_05,NBCU SciFi Universal,Łukasz,MJ,0.00087,NBCU SciFi Universal,Scifi Universal,Scifi Universal,0.000592
2026_05,4FUN KIDS,Wiola,MJ,0.00028,4FUN KIDS,4FUN KIDS,4FUN KIDS [4FUN GOLD],0.000919
2026_05,Polsat News 2,Dariusz,MJ,0.0008003303964757711,Polsat News 2,Polsat News 2,Polsat News 2 [Polsat Biznes],0.000835
2026_05,BBC CBeebies,Dariusz,MJ,0.0011785828166519042,BBC CBeebies,BBC CBeebies,BBC CBeebies,0.001147
2026_05,AXN Black,Piotr,MJ,0.00183,AXN Black,AXN Black,AXN Black [AXN Sci-Fi],0.001573
2026_05,Polsat Rodzina,Piotr,MJ,0.0008163498647430119,Polsat Rodzina,Polsat Rodzina,Polsat Rodzina,0.000743
2026_05,SPI Kino Polska Muzyka,Agata,MJ,0.0004429587852494577,SPI Kino Polska Muzyka,Kino Polska Muzyka,Kino Polska Muzyka,0.000381
2026_05,Polsat Viasat Nature,Łukasz,MJ,0.0003127858627858628,Polsat Viasat Nature,Polsat Viasat Nature,Polsat Viasat Nature [Viasat Nature],0.000476
2026_05,TELE5,Adam,MJ,0.0005776595744680851,TELE5,Tele5,Tele5,0.00095
2026_05,BBC Brit,Piotr,MJ,0.00082,BBC Brit,BBC Brit,BBC Brit [BBC Entertainment],0.000551
2026_05,Eska TV Extra,Adam,MJ,0.0003865377906976744,Eska TV Extra,Eska Extra [Eska TV],Eska TV Extra [Eska TV],0.00038
2026_05,BBC Lifestyle,Piotr,MJ,0.0004253743937924346,BBC Lifestyle,BBC Lifestyle,BBC Lifestyle,0.00064
2026_05,4FUN DANCE,Wiola,MJ,0.0003866106870229008,4FUN DANCE,4FUN DANCE,4FUN DANCE [4FUN FIT&DANCE],0.000441
2026_05,Polsat Music,Piotr,MJ,0.00036909772727272737,Polsat Music,Polsat Music HD,Polsat Music HD [Muzo.tv],0.000428
2026_05,Polsat Games,Łukasz,MJ,0.0002724489795918367,Polsat Games,Polsat Games,Polsat Games,0.000247
2026_05,Polsat Sport 3,Rafał,MJ,0.00053,Polsat Sport 3,Polsat Sport 3,Polsat Sport 3 [Polsat Sport News HD],0.000467
2026_05,Extreme Sports,Łukasz,MJ,5.055555555555555e-05,Extreme Sports,Extreme Sports,Extreme Sports,2.2e-05
2026_05,Vox Music TV,Adam,MJ,0.00027002262443438915,Vox Music TV,Vox Music TV,Vox Music TV,0.000282
2026_05,AXN Spin,Piotr,MJ,0.00024392727272727272,AXN Spin,AXN Spin,AXN Spin,0.000182
2026_05,Eska Rock TV,Adam,MJ,0.0002667692307692308,Eska Rock TV,Eska Rock TV,Eska Rock TV [HIP HOP TV],0.000157
2026_05,Eleven Sports 2,Łukasz,MJ,0.0004815891472868217,Eleven Sports 2,Eleven Sports 2,Eleven Sports 2 [Eleven Sports],0.0005
2026_05,NBCU E Entertainment,Wiola,MJ,7.6e-05,NBCU E Entertainment,E!Entertainment,E!Entertainment [E!],7.2e-05
2026_05,POLONIA1,Adam,MJ,0.00015769777777777775,POLONIA1,Polonia 1,Polonia1,0.000317
2026_05,Sundance TV,Agata,MJ,4.8631578947368415e-05,Sundance TV,Sundance Channel,Sundance Channel,0.00015
2026_05,Novela TV,Dariusz,MJ,8.89277108433735e-05,Novela TV,Novela TV,Novela TV,3.6e-05
2026_05,SPI Gametoon,Agata,MJ,9.545454545454545e-06,SPI Gametoon,Gametoon,Gametoon,1.8e-05
2026_05,Golf Zone,Agata,MJ,2.191379310344828e-05,Golf Zone,Golf Zone,Golf Zone [Golf Channel Polska],4.5e-05
2026_05,Water Planet,Adam,MJ,7.256818181818181e-05,Water Planet,Water Planet,Water Planet [CSB TV],0.000201
2026_05,Polsat Film 2,Łukasz,MJ,0.00045,Polsat Film 2,Polsat Film 2,Polsat Film 2,0.000558
2026_05,Polsat Reality,Rafał,MJ,0.0005,Polsat Reality,Polsat Reality,Polsat Reality,0.000518
2026_05,Polsat X,Rafał,MJ,0.00033,Polsat X,Polsat X,Polsat X,0.000313
2026_05,DaVinci,Dariusz,MJ,3.147368421052631e-05,DaVinci,Da Vinci,Da Vinci [Da Vinci Learning],4.4e-05
2026_05,TVT,Adam,MJ,1e-06,TVT,TVT,TVT,7.2e-05
2026_05,FILMBOX Premium,Łukasz,MJ,0.00018,FILMBOX Premium,FILMBOX+ Hits,FILMBOX+ Hits [FILMBOX Premium],0.000138
2026_05,Ale Kino+,Agata,MJ,0.0011239369158878507,Ale Kino+,Ale Kino+,Ale Kino+ [Ale Kino],0.001274
2026_05,Canal+ Domo,Wiola,MJ,0.0011199732381801963,Canal+ Domo,CANAL+ DOMO,CANAL+ DOMO [Domo+],0.001051
2026_05,Planete+,Dariusz,MJ,0.0012516952686447474,Planete+,Planete+,Planete+ [Planete],0.001403
2026_05,MiniMini+,Dariusz,MJ,0.0013683067207938655,MiniMini+,MiniMini+,MiniMini+ [MiniMini],0.002081
2026_05,teleTOON+,Dariusz,MJ,0.0002483111111111111,teleTOON+,teleTOON+,teleTOON+ [ZigZap/Hyper],0.000323
2026_05,Novelas+,Agata,MJ,0.00223,Novelas+,Novelas,Novelas,0.00159
2026_05,CANAL+ KUCHNIA,Wiola,MJ,0.00106,CANAL+ KUCHNIA,CANAL+ KUCHNIA,CANAL+ KUCHNIA [kuchnia+],0.000997
2026_05,Canal+ 360,Rafał,MJ,0.0009,Canal+ 360,CANAL+ 360,Canal+ 360 [Canal+ Family],0.000923
2026_05,Canal+ Sport,Łukasz,MJ,0.00129,Canal+ Sport,Canal+ Sport,CANAL+ SPORT [Canal+ Niebieski],0.001989
2026_05,Canal+ Sport2,Adam,MJ,0.000455,Canal+ Sport2,Canal+ Sport2,CANAL+ SPORT2,0.000919
2026_05,Canal+ Sport3,Adam,MJ,0.0023870843373493974,Canal+ Sport3,CANAL+ SPORT3,CANAL+ SPORT3,0.002794
2026_05,Canal+ Sport4,Rafał,MJ,0.00017,Canal+ Sport4,CANAL+ SPORT4,CANAL+ SPORT4,0.000243
2026_05,Canal+ Sport5,Rafał,MJ,0.00133,Canal+ Sport5,Canal+ SPORT5,CANAL+ SPORT5 [nSport+],0.002227
2026_05,CANAL+ Extra1,Łukasz,MJ,0.00078,CANAL+ Extra1,CANAL+ Extra 1,CANAL+ EXTRA 1,0.001401
2026_05,CANAL+ Extra2,Łukasz,MJ,0.00028,CANAL+ Extra2,CANAL+ Extra 2,CANAL+ EXTRA 2,
2026_05,Viasat True Crime,Rafał,MJ,0.00022,Viasat True Crime,Viasat True Crime,Viasat True Crime,0.00034
2026_05,Novelas+1,Agata,MJ,0.00010549132947976878,Novelas+1,Novelas+1,Novelas+1 [DIZI],0.000154
2026_05,Kabaret TV,Rafał,MJ,0.00163,Kabaret TV,Kabaret TV,Kabaret TV,0.001619
2026_05,Polsat News Polityka,Dariusz,MJ,0.00053,Polsat News Polityka,Polsat News Polityka,Polsat News Polityka,0.000564
2026_05,Kanał Zero TV,Wiola,MJ,2e-05,Kanał Zero TV,ZERO,ZERO,0.00269
2026_05,CANAL+ Seriale,Wiola,MJ,0.00013,CANAL+ Seriale,Canal+ Seriale,Canal+ Seriale [Canal+ Film 2],0.000126
2026_05,CANAL+ Dokument,Wiola,MJ,0.00037,CANAL+ Dokument,Canal+ Dokument,Canal+ Dokument [Canal+ Discovery],0.000207
2026_05,DocuBox,Dariusz,MJ,0.00016,DocuBox,DocuBox,DocuBox,6e-05
2026_05,FILMBOX Action,Rafał,MJ,0.00031,FILMBOX Action,FILMBOX+ Action,FILMBOX+ Action [FILMBOX Action],0.000272
2026_05,FILMBOX Extra,Rafał,MJ,0.0001,FILMBOX Extra,FILMBOX+ Emotion,FILMBOX+ Emotion [FILMBOX Extra],0.000138
2026_05,FILMBOX Family,Rafał,MJ,0.00028,FILMBOX Family,FILMBOX+ Comedy,FILMBOX+ Comedy [FILMBOX Family],0.000143
2026_05,TVN,,MJ,0.08166925724797458,TVN,TVN,TVN,0.085019
2026_05,TVP1,,MJ,0.051260658623881517,TVP1,TVP1,TVP1,0.047249
2026_05,TVP2,,MJ,0.039614336440853534,TVP2,TVP2,TVP2,0.047725
2026_05,Polsat,Maciej,AKB,0.07342608791376701,Polsat,Polsat,Polsat,0.076259
2026_05,Fokus TV,Adam,AKB,0.007865802292263609,Fokus TV,Fokus TV,Fokus TV,0.00843
2026_05,Nowa TV,Adam,AKB,0.0034280397050482133,Nowa TV,Nowa TV,Nowa TV,0.003168
