AdvantEdge -  TechEdge © 2026 - Polsat Media
Analysis:,Time
Time:,"07 August 2026, 13:52:28"
Period:,2025-01-01 - 2026-08-05,[25-27]
Targets:,"Poland OOH	Nat[Live +2 OOH]	A16-59	58,310%	-	19481540	4563"
------------------------------------

,,,Target,Universe,Units
,,,A16-59,,
,,,Nat[Live +2 OOH],,
Channel,Year,Month in Year,Share,,
Canal+ SPORT5,2025,1,"0,027",,
Canal+ SPORT5,2025,2,"0,048",,
Canal+ SPORT5,2025,3,"0,051",,
Canal+ SPORT5,2025,4,"0,151",,
Canal+ SPORT5,2025,5,"0,119",,
Canal+ SPORT5,2025,6,"0,185",,
Canal+ SPORT5,2025,7,"0,162",,
Canal+ SPORT5,2025,8,"0,141",,
Canal+ SPORT5,2025,9,"0,115",,
Canal+ SPORT5,2025,10,"0,052",,
Canal+ SPORT5,2025,11,"0,034",,
Canal+ SPORT5,2025,12,"0,026",,
Canal+ SPORT5,2026,1,"0,020",,
Canal+ SPORT5,2026,2,"0,047",,
Canal+ SPORT5,2026,3,"0,064",,
Canal+ SPORT5,2026,4,"0,211",,
Canal+ SPORT5,2026,5,"0,223",,
Canal+ SPORT5,2026,6,"0,154",,
Canal+ SPORT5,2026,7,"0,099",,
Canal+ SPORT5,2026,8,"0,116",,
CI Polsat,2025,1,"0,167",,
CI Polsat,2025,2,"0,142",,
CI Polsat,2025,3,"0,108",,
CI Polsat,2025,4,"0,105",,
CI Polsat,2025,5,"0,098",,
CI Polsat,2025,6,"0,090",,
CI Polsat,2025,7,"0,097",,
CI Polsat,2025,8,"0,101",,
CI Polsat,2025,9,"0,118",,
CI Polsat,2025,10,"0,104",,
CI Polsat,2025,11,"0,123",,
CI Polsat,2025,12,"0,121",,
CI Polsat,2026,1,"0,088",,
CI Polsat,2026,2,"0,160",,
CI Polsat,2026,3,"0,118",,
CI Polsat,2026,4,"0,115",,
CI Polsat,2026,5,"0,096",,
CI Polsat,2026,6,"0,093",,
CI Polsat,2026,7,"0,091",,
CI Polsat,2026,8,"0,108",,
Da Vinci,2025,1,"0,015",,
Da Vinci,2025,2,"0,011",,
Da Vinci,2025,3,"0,012",,
Da Vinci,2025,4,"0,010",,
Da Vinci,2025,5,"0,009",,
Da Vinci,2025,6,"0,006",,
Da Vinci,2025,7,"0,006",,
Da Vinci,2025,8,"0,007",,
Da Vinci,2025,9,"0,007",,
Da Vinci,2025,10,"0,007",,
Da Vinci,2025,11,"0,008",,
Da Vinci,2025,12,"0,004",,
Da Vinci,2026,1,"0,011",,
Da Vinci,2026,2,"0,006",,
Da Vinci,2026,3,"0,004",,
Da Vinci,2026,4,"0,018",,
Da Vinci,2026,5,"0,004",,
Da Vinci,2026,6,"0,004",,
Da Vinci,2026,7,"0,004",,
Da Vinci,2026,8,"0,005",,
Disco Polo Music,2025,1,"0,074",,
Disco Polo Music,2025,2,"0,102",,
Disco Polo Music,2025,3,"0,094",,
Disco Polo Music,2025,4,"0,094",,
Disco Polo Music,2025,5,"0,110",,
Disco Polo Music,2025,6,"0,117",,
Disco Polo Music,2025,7,"0,098",,
Disco Polo Music,2025,8,"0,099",,
Disco Polo Music,2025,9,"0,065",,
Disco Polo Music,2025,10,"0,059",,
Disco Polo Music,2025,11,"0,060",,
Disco Polo Music,2025,12,"0,085",,
Disco Polo Music,2026,1,"0,074",,
Disco Polo Music,2026,2,"0,062",,
Disco Polo Music,2026,3,"0,057",,
Disco Polo Music,2026,4,"0,058",,
Disco Polo Music,2026,5,"0,042",,
Disco Polo Music,2026,6,"0,080",,
Disco Polo Music,2026,7,"0,055",,
Disco Polo Music,2026,8,"0,119",,
DocuBox,2025,1,"0,000",,
DocuBox,2025,2,"0,000",,
DocuBox,2025,3,"0,000",,
DocuBox,2025,4,"0,000",,
DocuBox,2025,5,"0,000",,
DocuBox,2025,6,"0,000",,
DocuBox,2025,7,"0,000",,
DocuBox,2025,8,"0,000",,
DocuBox,2025,9,"0,000",,
DocuBox,2025,10,"0,000",,
DocuBox,2025,11,"0,007",,
DocuBox,2025,12,"0,008",,
DocuBox,2026,1,"0,010",,
DocuBox,2026,2,"0,008",,
DocuBox,2026,3,"0,006",,
DocuBox,2026,4,"0,009",,
DocuBox,2026,5,"0,006",,
DocuBox,2026,6,"0,005",,
DocuBox,2026,7,"0,005",,
DocuBox,2026,8,"0,018",,
E!Entertainment,2025,1,"0,013",,
E!Entertainment,2025,2,"0,016",,
E!Entertainment,2025,3,"0,010",,
E!Entertainment,2025,4,"0,007",,
E!Entertainment,2025,5,"0,009",,
E!Entertainment,2025,6,"0,012",,
E!Entertainment,2025,7,"0,010",,
E!Entertainment,2025,8,"0,018",,
E!Entertainment,2025,9,"0,014",,
E!Entertainment,2025,10,"0,013",,
E!Entertainment,2025,11,"0,009",,
